traj_id,jdt_ref,utc,shower_no,shower_code,la_sun,lst_ref,ra_g,dec_g,L_g,B_g,v_g,L_h,B_h,v_h,a,e,i,peri,node,pi,b,q,true_anomaly,mean_anomaly,QQ,n,T,Tj,re_norot,dec_norot,azimuth_apparent_norot,elevation_apparent_norot,v_init,v_avg,rbeg_lat,rbeg_lon,rbeg_ele,rend_lat,rend_lon,rend_ele,duration,peak_mag,peak_ht,f_param,mass,Qc,mfe,fov_beg,fov_end,stations_num,Stations
20221023231144_ruFPs,2459876.466492688,2022-10-23 23:11:44.968268,-1,...,210.213631,25.148492,129.19531,63.11727,112.90579,42.76246,57.45939,94.07486,71.23984,41.2018,10.346012,0.905867,106.957211,197.143445,210.214185,47.357631,-16.376588,0.9739,342.857004,359.636203,19.718124,0.029617,33.278221,0.154663,128.56016,63.08215,32.99859,36.04277,58.66263,59.3415,47.663035,4.865876,95.201,47.519253,4.728119,81.1892,0.41,-2.2,88.7491,0.46,0.000166,34.53,28.4,1,1,2,"FR0006,FR000V"
20221023231206_bn6lz,2459876.4667381556,2022-10-23 23:12:06.176642,716,OCH,210.213876,25.484614,54.55869,47.20702,63.77455,26.94424,46.09027,18.44237,30.50012,41.14905,9.846989,0.971929,70.896643,297.723603,210.214198,147.937801,-56.767517,0.276414,242.276802,358.826633,19.417565,0.031897,30.899811,0.740343,55.05089,47.22275,84.68801,70.33267,47.51309,45.72233,49.27768,5.10579,89.7013,49.274729,5.057402,79.7034,0.28,-1.76,81.909,0.779,0.000182,67.26,32.71,1,1,3,"BE0007,FR0006,FR000F"
20221023231232_KKRIp,2459876.4670472774,2022-10-23 23:12:32.884805,-1,...,210.214184,24.11173,193.94762,70.71174,136.67405,63.85237,42.77512,277.90738,71.52493,40.4843,6.145291,0.840667,72.823229,164.865019,210.21454,15.079559,14.444888,0.979145,15.135296,0.717133,11.311437,0.064698,15.234014,1.194451,192.55247,71.52385,4.35138,33.1792,44.20948,42.23674,51.382238,3.628959,105.7838,51.245615,3.612299,95.6838,0.44,1.5,97.9324,0.777,1.43e-05,16.8,56.07,1,1,3,"BE0008,BE000B,BE000G"
20221023231335_vyXMu,2459876.4677703287,2022-10-23 23:13:35.356404,-1,...,210.214904,38.931267,133.70442,44.53685,123.23044,26.01088,64.42185,125.49198,45.26873,39.76814,4.395437,0.774736,134.60966,171.497276,210.216319,21.713595,6.042154,0.990135,8.503618,0.684651,7.800739,0.106955,9.215178,0.367865,133.49242,44.55915,53.19257,27.48738,65.60522,62.71955,45.588213,18.187214,110.0575,45.490031,18.000929,100.4717,0.32,-0.71,105.0443,0.523,3.58e-05,31.96,66.19,1,1,2,"HR000G,HU0002"
20221023231415_WTewo,2459876.468238116,2022-10-23 23:14:15.773243,-1,...,210.21537,23.784054,13.72017,-18.56427,4.94362,-22.42854,14.88212,320.03736,-8.48132,38.49667,2.9439,0.708155,9.006843,47.86229,30.217822,78.080112,6.666442,0.859161,312.135663,353.611506,5.028639,0.195128,5.051092,2.816783,15.82092,-10.94489,188.85801,27.95711,18.5276,18.26764,50.708438,2.871295,95.0301,50.981475,2.938647,78.5694,1.93,0.41,83.4107,0.706,0.000887,25.32,36.18,1,1,5,"BE0005,BE0008,BE000B,BE000G,FR000X"
20221023231524_3N3t3,2459876.469031096,2022-10-23 23:15:24.286692,8,ORI,210.21616,44.16887,96.2472,15.87757,96.05901,-7.42883,66.24522,77.84737,-11.91492,41.48482,14.230032,0.961109,164.061356,84.571105,30.214054,114.785159,15.865259,0.553425,275.425759,359.280989,27.906639,0.018361,53.679621,-0.512499,96.46737,16.03834,102.98329,38.70637,67.43943,66.03295,40.840046,22.960871,111.3069,40.872566,22.774068,98.1848,0.33,-1.96,106.8005,0.343,0.0001,61.38,48.8,1,1,2,"BG0003,GR0002"
20221023231535_cYg5k,2459876.469164583,2022-10-23 23:15:35.819963,8,ORI,210.216293,44.931798,96.44995,16.08732,96.24596,-7.21064,64.5973,77.4031,-11.74295,39.83792,4.519831,0.884126,164.179365,90.527065,30.214466,120.74153,15.819948,0.52373,269.470054,355.758927,8.515931,0.10257,9.609126,0.313538,96.66863,16.27442,104.92844,38.73569,65.80344,66.88704,43.043912,23.684932,110.3045,43.078234,23.50867,98.2181,0.28,-1.68,105.5167,0.396,7.08e-05,18.69,33.47,1,1,2,"BG0003,BG0004"
20221023231634_UWDDT,2459876.469849337,2022-10-23 23:16:34.982708,2,STA,210.216975,39.797921,43.59236,12.61603,44.89672,-3.85557,30.26067,353.30127,-3.13723,37.1758,2.210656,0.864292,5.21303,120.430145,30.224573,150.654717,4.493326,0.300005,239.563045,347.718466,4.121307,0.299863,3.286869,3.00711,44.4024,13.75102,171.7365,57.14381,32.25728,31.5033,46.377974,18.303551,98.9535,46.444931,18.28945,87.1524,0.44,0.95,91.4366,0.637,3.97e-05,48.84,54.71,1,1,2,"HR0024,HU0002"
20221023231747_bysFl,2459876.470688719,2022-10-23 23:17:47.505307,-1,...,210.217811,24.754003,22.71383,-20.79345,12.42477,-27.98822,14.74379,320.99007,-10.79595,36.93777,2.117552,0.606896,11.526885,55.417152,30.219885,85.637037,9.469318,0.832419,304.581196,347.799575,3.402685,0.319855,3.081425,3.451177,24.10544,-12.77293,180.70655,26.46493,18.45808,18.04271,50.759886,2.956618,87.766,50.936266,2.959894,77.9011,1.25,1.2,84.9001,0.291,0.000266,12.27,50.18,1,1,3,"BE000B,BE000G,FR000X"
20221023231757_s9dYM,2459876.470804485,2022-10-23 23:17:57.507547,8,ORI,210.217926,40.513111,96.4711,15.05833,96.3134,-8.23766,64.1132,77.20163,-13.45996,39.46404,3.926632,0.867331,161.87481,91.468073,30.216855,121.684928,18.119034,0.520941,268.529918,354.699055,7.332322,0.12667,7.780919,0.503603,96.64305,15.30038,104.45438,34.20281,65.3274,64.64172,46.311587,18.673533,114.2614,46.352769,18.441454,101.5523,0.36,-0.15,111.4392,0.222,2.2e-05,71.08,71.11,1,1,2,"HR0024,HU0002"
20221023231825_Im4yV,2459876.47112376,2022-10-23 23:18:25.092873,8,ORI,210.218244,27.881463,95.95756,14.56619,95.83356,-8.75095,65.49745,77.0677,-14.06674,40.9976,8.651717,0.937357,161.045168,86.61252,30.217931,116.830451,18.920453,0.541973,273.386558,358.457767,16.76146,0.03873,25.448024,-0.248104,96.0457,14.89498,98.18246,25.00249,66.68871,64.02221,52.540596,5.926459,115.105,52.56447,5.650328,106.1644,0.32,0.08,111.9063,0.358,1.48e-05,25.31,41.18,1,1,3,"BE0002,BE0006,DE0001"
20221023231900_1d4Gt,2459876.4715370475,2022-10-23 23:19:00.800907,-1,...,210.218656,37.866991,57.02414,32.61175,62.01207,12.32224,36.8736,10.78802,13.42514,33.89436,1.398133,0.924432,35.660686,329.393521,210.218557,179.612078,-17.266685,0.105654,210.607534,338.50096,2.690612,0.596186,1.653192,4.043485,57.58414,32.90471,124.08055,70.00184,38.60316,37.09609,46.028964,15.763322,88.9848,46.049216,15.72026,77.8081,0.32,-0.99,79.6248,0.837,0.000136,33.71,33.73,1,1,2,"HR0017,HR0025"
20221023231937_Tfpok,2459876.471963821,2022-10-23 23:19:37.674173,8,ORI,210.219081,27.872751,96.43346,15.4264,96.25997,-7.87161,65.95119,77.99579,-12.66925,41.18148,10.147175,0.94535,163.113915,84.882713,30.218614,115.101327,16.816775,0.554542,275.116219,358.794663,19.739809,0.030492,32.323501,-0.358438,96.52298,15.73845,97.03561,25.41014,67.13805,66.17828,52.200777,5.61524,113.919,52.23191,5.194575,100.0124,0.49,-0.7,105.0146,0.64,5.57e-05,31.03,39.46,1,1,6,"BE0001,BE0002,BE0006,DE0001,NL0009,NL000K"
20221023232051_7BeNQ,2459876.4728160123,2022-10-23 23:20:51.303466,8,ORI,210.21993,29.374351,95.12081,14.82393,95.00538,-8.52484,62.22641,74.17141,-13.97307,38.20043,2.737477,0.833978,160.276473,101.215603,30.219531,131.435134,19.331709,0.45448,258.783356,350.625638,5.020474,0.21761,4.529251,1.147679,95.19595,15.16981,99.35905,26.82811,63.46818,63.84077,51.327682,6.812812,113.7844,51.360684,6.48881,102.0704,0.4,0.05,105.5994,0.699,1.85e-05,15.61,44.27,1,1,3,"BE0006,FR000Y,LU0001"
20221023232108_I2w1o,2459876.473020697,2022-10-23 23:21:08.988262,624,XAR,210.220134,24.641888,42.89527,15.43886,45.06841,-0.95795,29.67137,352.74703,-0.77347,36.73061,2.043121,0.85276,1.270772,121.030321,30.235489,151.265809,1.088894,0.30083,238.954773,346.014497,3.785412,0.337492,2.920396,3.20157,43.31955,16.65961,149.45065,52.87135,31.77241,31.53398,50.644452,1.99335,96.3568,50.722301,1.920906,82.9087,0.61,0.7,92.9922,0.25,6.85e-05,18.74,46.6,1,1,2,"BE000G,FR000X"
20221023232119_7HxAg,2459876.473139937,2022-10-23 23:21:19.290600,8,ORI,210.220252,27.133995,96.2102,15.59731,96.03543,-7.71038,66.09056,77.72191,-12.37445,41.37594,12.429367,0.955635,163.428722,84.960893,30.219834,115.180727,16.505394,0.551432,275.038104,359.115945,24.307302,0.022492,43.82018,-0.453896,96.29988,15.9132,96.75494,25.16584,67.27298,65.36108,52.771381,4.451676,112.6988,52.793749,4.134235,102.4424,0.37,-1.42,107.1127,0.545,8.01e-05,55.27,32.99,1,1,4,"BE000B,DE0001,NL0009,NL000A"
20221023232128_fnw8Q,2459876.4732459025,2022-10-23 23:21:28.445972,-1,...,210.220358,37.9113,92.27585,7.3203,92.34947,-16.09883,63.83065,70.00564,-25.02035,41.84918,27.738844,0.981689,143.893787,89.314512,30.220188,119.5347,36.103222,0.507937,270.684352,359.737706,54.96975,0.006746,146.094267,-0.523015,92.42785,7.64149,110.84085,30.2822,65.0603,64.86657,44.367083,15.190592,112.4662,44.459695,14.849052,95.2947,0.52,-1.86,98.1328,0.835,0.000162,64.7,41.73,1,1,2,"HR000K,HR0025"
20221023232140_V1Kum,2459876.473387248,2022-10-23 23:21:40.658217,8,ORI,210.220499,43.314034,96.92194,15.9499,96.70926,-7.32674,66.02517,78.75957,-11.83849,41.04143,8.966672,0.937242,164.373968,84.134619,30.218415,114.353034,15.542153,0.562733,275.862295,358.544297,17.370611,0.036708,26.850202,-0.30113,97.12594,16.11772,102.15095,37.52118,67.22528,66.77862,41.410615,20.516338,111.8627,41.453284,20.25062,94.2228,0.48,-2.61,97.3592,0.822,0.000257,60.53,63.73,1,1,2,"BG0003,GR0002"
20221023232311_M0nQ3,2459876.474437468,2022-10-23 23:23:11.397254,2,STA,210.221545,45.350212,47.46372,14.44887,49.03014,-3.14619,32.83826,358.63357,-2.7891,37.03392,2.154138,0.896579,5.312128,129.907839,30.231323,160.139162,4.072406,0.222784,230.083296,347.973192,4.085492,0.311741,3.161629,2.983364,48.32734,15.26587,173.68618,62.89615,34.67982,34.25878,42.248408,22.199551,99.6863,42.326515,22.187888,82.415,0.57,0.23,90.2824,0.544,9.96e-05,21.35,31.57,1,1,2,"BG0001,BG0003"
20221023232336_cKBIJ,2459876.474730008,2022-10-23 23:23:36.672675,-1,...,210.221836,47.357246,113.31624,8.0037,113.77457,-13.53043,64.81216,107.21293,-24.33508,36.79776,2.066632,0.54744,155.100873,33.840392,30.221101,64.061493,13.559751,0.935274,326.15768,351.363274,3.19799,0.331749,2.97095,1.561575,113.34799,8.28561,100.56419,23.14242,66.06811,66.30845,42.909619,24.10041,110.5919,42.930681,23.946006,105.0325,0.2,-1.3,107.4542,0.564,3.31e-05,18.66,36.13,1,1,2,"BG0003,BG0004"
20221023232416_ymEln,2459876.475185313,2022-10-23 23:24:16.011066,-1,...,210.22229,46.06971,78.31277,49.97735,81.60192,26.8798,55.76636,46.01729,37.5877,41.33501,11.867296,0.965792,109.47275,281.824551,210.223554,132.048105,-67.337968,0.405955,258.176322,359.062719,23.328637,0.024109,40.881639,0.177461,78.85609,49.83009,60.23396,66.27198,56.98139,55.77835,42.327126,22.649191,102.8651,42.298189,22.581043,87.9445,0.3,-2.16,92.7511,0.678,0.000139,45.05,23.77,1,1,3,"BG0001,BG0003,BG0004"
20221023232424_OGfU1,2459876.475278017,2022-10-23 23:24:24.020719,8,ORI,210.222382,39.499971,96.1884,16.21499,95.98733,-7.09418,64.99867,77.19393,-11.48932,40.29992,5.570536,0.905626,164.461829,89.55836,30.220776,119.779136,15.537698,0.525713,270.439144,356.945746,10.615359,0.074965,13.14759,0.088826,96.36052,16.42603,101.89261,34.83659,66.20787,64.32063,44.831079,16.045823,113.1293,44.871162,15.776057,97.7715,0.41,-0.89,105.7,0.484,4.66e-05,78.21,24.23,1,1,2,"HR000K,HR0025"
20221023232441_btv8U,2459876.475476459,2022-10-23 23:24:41.166069,-1,...,210.22258,29.175516,14.57124,6.97259,16.10653,0.69049,17.37543,327.09384,0.3134,38.32278,2.818907,0.733101,0.35151,244.990234,210.165661,95.155895,-0.318551,0.752365,295.067262,351.70602,4.88545,0.208249,4.73284,2.847279,16.50733,10.79291,198.81939,48.10199,20.559,20.07288,51.394522,5.649936,91.4447,51.469657,5.690885,81.4786,0.67,1.94,87.2247,0.423,6.77e-05,47.42,33.06,1,1,2,"BE0006,NL000K"
20221023232510_WeO1Z,2459876.4758168287,2022-10-23 23:25:10.573997,8,ORI,210.222919,45.560738,95.13506,16.71102,94.95092,-6.63847,63.12754,74.70814,-10.81989,38.8743,3.259989,0.858349,164.744396,99.211896,30.220927,129.432823,15.054164,0.461782,260.785042,352.920805,6.058196,0.167448,5.886062,0.812882,95.3668,16.89691,105.63871,40.62521,64.34882,63.02758,42.656031,21.881841,109.8132,42.679443,21.768056,101.3881,0.24,-0.95,109.2339,0.069,3.46e-05,19.49,55.28,1,1,2,"BG0001,BG0003"
20221023232624_I8Npz,2459876.476673909,2022-10-23 23:26:24.625778,8,ORI,210.223773,30.244182,99.03575,15.2487,98.79956,-7.91342,64.38475,81.29064,-13.19116,38.84319,3.231227,0.820996,163.23193,85.901307,30.223069,116.124375,16.723922,0.578402,274.097338,352.761409,5.884052,0.169689,5.808337,0.749128,99.09864,15.56075,96.17082,25.34884,65.60593,63.40419,50.449933,6.286209,99.622,50.467475,6.027825,90.785,0.33,0.14,96.0409,0.405,1.84e-05,74.75,55.61,1,1,3,"BE0004,BE0007,FR000Y"
20221023232912_pPE6F,2459876.478615541,2022-10-23 23:29:12.382784,-1,...,210.225707,59.840455,50.44911,33.23119,56.66343,14.25675,45.61234,15.85237,15.19801,42.84883,-16.83889,1.007644,47.578855,317.280442,210.225796,167.506238,-30.053405,0.128708,222.721427,,-33.806489,0.014264,,-0.008436,51.52021,33.32621,288.12038,82.69106,46.89341,42.53504,31.320033,35.183995,93.872,31.316525,35.196353,83.9991,0.28,-0.24,88.885,0.505,3.08e-05,23.46,34.65,1,1,2,"IL0002,IL0004"
20221023232923_XmCoC,2459876.478741898,2022-10-23 23:29:23.300005,8,ORI,210.225833,28.474875,96.83931,16.3397,96.61049,-6.94119,65.39397,78.34833,-11.26859,40.44178,6.002045,0.908994,165.018759,86.966781,30.224845,117.191625,14.959762,0.546222,273.031643,357.284211,11.457868,0.067028,14.704475,0.002276,96.91548,16.6206,95.1533,26.51766,66.60339,65.12763,49.29286,3.770152,114.6755,49.309385,3.483907,104.1125,0.36,-0.86,110.4421,0.401,4.55e-05,87.5,14.7,1,1,2,"BE000E,FR000F"
20221023232936_5BG3P,2459876.478892228,2022-10-23 23:29:36.288508,8,ORI,210.225982,31.842623,98.27215,16.38954,97.99069,-6.819,58.03459,76.62426,-12.0412,33.02931,1.281223,0.694363,163.587176,118.666438,30.225198,148.891637,14.35461,0.391589,241.332086,326.441503,2.170858,0.679622,1.450233,3.376936,98.2939,16.7528,97.0163,27.81785,59.35255,58.5957,50.030366,7.083928,112.1916,50.044153,6.908327,105.406,0.24,0.9,110.0754,0.312,6.49e-06,19.25,48.74,1,1,2,"BE0004,BE0007"
20221023233007_BWxLl,2459876.479254697,2022-10-23 23:30:07.605860,8,ORI,210.226343,31.808384,96.72511,15.41447,96.54405,-7.87059,63.14187,77.10728,-13.00176,38.43067,2.89508,0.826601,162.446449,95.437043,30.225618,125.662661,17.472027,0.502004,264.561537,351.353331,5.288156,0.200085,4.925967,0.997206,96.81179,15.72043,98.77883,28.02124,64.3763,63.88181,49.669602,6.919454,114.073,49.684789,6.766891,108.0541,0.2,0.86,110.5295,0.589,5.73e-06,13.52,36.49,1,1,2,"BE0004,BE0007"
20221023233103_NQhpB,2459876.479897405,2022-10-23 23:31:03.135834,2,STA,210.226984,29.304216,46.63612,13.34736,47.95577,-3.98817,32.08669,357.10481,-3.45428,37.03467,2.154392,0.886617,6.30304,127.257039,30.230968,157.488007,5.013045,0.244271,232.739526,347.744063,4.064513,0.311686,3.162189,3.00721,47.09516,14.47526,151.88591,51.11074,34.04127,33.39921,50.598405,4.182545,100.3509,50.696734,4.099769,84.7772,0.6,0.55,92.6462,0.495,7.4e-05,80.57,,1,1,4,"BE0001,BE0005,BE000D,FR000X"
20221023233119_pGSaA,2459876.480090037,2022-10-23 23:31:19.779196,-1,...,210.227175,30.405231,326.70333,0.74517,329.18752,13.31292,8.04177,306.83272,2.8624,37.08632,2.174601,0.551006,2.881532,198.637304,210.22097,48.858274,-0.920521,0.976382,341.369525,355.442314,3.37282,0.307351,3.206786,3.470706,337.25948,14.22009,248.37492,33.44935,13.48923,12.68393,52.059676,5.213333,92.2708,52.131736,5.509941,77.6627,2.09,0.73,85.5557,0.46,0.00116,40.56,74.25,1,1,4,"BE0002,BE0006,NL0009,NL000K"
20221023233122_vhMHR,2459876.4801222864,2022-10-23 23:31:22.565542,8,ORI,210.227208,31.589462,97.66814,17.33984,97.35691,-5.90225,66.84781,80.19054,-9.53881,41.47971,14.131154,0.958552,167.621322,80.812511,30.226255,111.038766,12.217406,0.585711,279.185854,359.278236,27.676598,0.018554,53.121104,-0.548874,97.79247,17.60902,97.63726,28.36812,68.01639,66.32078,52.015677,6.385884,113.4696,52.047154,5.997442,98.7831,0.46,-1.09,109.6652,0.259,5.44e-05,12.17,40.18,1,1,4,"BE0002,BE0006,FR000Y,LU0001"
20221023233418_lX0kP,2459876.4821541063,2022-10-23 23:34:18.114780,-1,...,210.229231,29.603258,86.30782,45.46091,87.20661,22.05901,60.17699,58.81016,32.74068,41.78773,23.892388,0.981296,126.64928,276.440793,210.230089,126.670882,-52.867388,0.446876,263.55967,359.672789,47.3379,0.008439,116.785784,-0.274594,86.54448,45.45736,75.31766,52.57448,61.36685,58.85591,50.793503,3.667165,111.377,50.766017,3.502366,95.4538,0.34,-0.01,99.6358,0.737,2.23e-05,52.33,14.87,1,1,3,"BE0005,BE0008,FR000X"
20221023233528_LAV2Y,2459876.4829630204,2022-10-23 23:35:28.004967,-1,...,210.230037,32.394322,79.60366,14.23101,79.80371,-8.83949,57.9804,50.19217,-12.54818,41.0081,8.724726,0.982837,146.897454,135.544845,30.230017,165.774862,22.487944,0.149746,224.454364,358.725847,17.299706,0.038245,25.770826,0.196315,79.82291,14.59637,115.29231,37.97999,59.25035,59.43371,49.742236,6.166615,110.1479,49.791225,6.006105,100.0245,0.28,1.48,104.0996,0.597,4.58e-06,25.34,38.19,1,1,2,"BE0004,BE0007"
20221023233533_4naJD,2459876.483021524,2022-10-23 23:35:33.059697,557,SFD,210.230096,307.640373,308.81689,69.77378,30.18899,75.47998,26.68677,313.67884,39.99279,40.19756,5.294983,0.818738,40.779082,202.835499,210.229414,53.064914,-14.683333,0.959777,337.164001,358.661327,9.630189,0.080892,12.184213,1.85997,310.592,68.84259,2.59394,65.75368,28.9095,28.26652,44.640159,-78.609245,95.4122,44.589769,-78.612492,82.8083,0.53,1.34,86.8916,0.676,4.77e-05,65.98,93.46,1,1,3,"CA000L,CA000W,CA001C"
20221023233601_MTkdK,2459876.4833530467,2022-10-23 23:36:01.703235,-1,...,210.230426,31.591464,142.19915,59.75489,122.4115,42.05208,59.73568,125.06692,70.17082,42.53342,-34.456353,1.028851,109.764076,176.768301,210.231198,26.999499,3.041145,0.9941,3.232101,,-69.906805,0.004873,,-0.572054,141.70595,59.78908,34.95529,34.44316,60.89865,58.16399,51.244164,5.221521,98.3164,51.146016,5.112456,89.0703,0.28,0.7,94.4098,0.423,1.04e-05,77.44,64.69,1,1,3,"BE0001,BE0006,NL000K"
20221023233616_ICu4r,2459876.483526771,2022-10-23 23:36:16.713011,2,STA,210.230599,33.129436,44.8241,12.89122,46.12946,-3.93516,30.67012,354.42895,-3.26745,36.92468,2.112645,0.867202,5.573304,123.086425,30.235593,153.322018,4.667382,0.280555,236.909227,346.964668,3.944735,0.32097,3.070722,3.094923,45.40878,14.11534,160.22732,52.43182,32.67954,31.76559,50.340068,6.69305,97.728,50.447074,6.632704,81.088,0.71,0.85,90.7413,0.42,5.9e-05,81.65,32.84,1,1,3,"BE0004,FR000Y,LU0001"
20221023233617_Wp2Ut,2459876.4835334546,2022-10-23 23:36:17.290477,-1,...,210.230605,47.799589,137.15614,42.84248,126.44775,25.1864,64.38069,132.01975,43.79787,39.58635,4.102084,0.763558,135.591876,160.385579,210.232483,10.618062,13.585908,0.969906,19.615615,1.727445,7.234263,0.118631,8.308211,0.449592,136.95756,42.81865,56.00253,27.79159,65.58591,64.61418,42.398411,21.365296,106.5362,42.331217,21.231122,99.4126,0.25,-0.77,102.7289,0.534,3.23e-05,58.67,54.4,1,1,3,"BG0001,BG0003,GR0002"
20221023233830_rGtRm,2459876.485079504,2022-10-23 23:38:30.869153,-1,...,210.232145,30.498263,115.37502,43.95301,109.466,22.21503,67.05493,98.9856,37.28243,41.85363,28.056132,0.967537,140.756761,214.097146,210.233209,64.330355,-20.771502,0.910799,325.903444,359.849036,55.201466,0.006632,148.608051,-0.723426,115.3814,43.97747,61.60989,35.43909,68.17983,66.98502,50.972839,3.506171,114.9156,50.907963,3.316728,103.9799,0.28,0.99,108.6348,0.574,5.4e-06,12.19,45.15,1,1,2,"BE000B,FR000X"
20221023233928_P8Tzw,2459876.485751008,2022-10-23 23:39:28.887104,8,ORI,210.232814,35.835716,97.06238,14.90773,96.89718,-8.36104,65.44146,78.71445,-13.57677,40.53554,6.326703,0.911336,162.1237,85.11015,30.232577,115.342728,17.809053,0.560954,274.888796,357.502372,12.092452,0.061935,15.91354,-0.041369,97.21531,15.22158,104.57034,28.93581,66.61104,65.21855,54.066184,8.601791,110.5532,54.116695,8.26801,97.934,0.4,-1.26,101.7667,0.696,9.01e-05,16.73,37.05,1,1,2,"DE000B,NL000D"
20221023234145_rffoL,2459876.487333951,2022-10-23 23:41:45.653371,8,ORI,210.234391,31.791335,96.82406,16.24678,96.60023,-7.0347,66.13736,78.65021,-11.34831,41.16243,9.967537,0.943745,164.980465,84.190934,30.233638,114.424572,14.940603,0.560728,275.80762,358.762372,19.374346,0.03132,31.468961,-0.361873,96.94518,16.52697,98.91936,28.28543,67.31873,66.68842,51.30479,3.956549,114.8468,51.349819,3.487714,96.885,0.61,-1.23,103.8948,0.61,9.22e-05,47.56,49.69,1,1,7,"BE0001,BE0005,BE0008,BE000B,BE000G,FR000F,FR000X"
20221023234303_1wWHc,2459876.488231595,2022-10-23 23:43:03.209820,8,ORI,210.235286,51.290483,95.20087,16.48926,95.02244,-6.85781,63.98423,75.22957,-11.10206,39.67581,4.241073,0.886171,164.489136,95.486348,30.233341,125.719688,15.438034,0.482756,264.510465,355.325733,7.999389,0.112847,8.73402,0.421005,95.49471,16.66271,110.90951,44.35439,65.17051,63.53175,42.722087,23.135784,109.7656,42.769011,22.968483,95.2496,0.37,-2.04,103.8986,0.404,0.000133,80.75,38.22,1,1,3,"BG0003,BG0004,GR0002"
20221023234439_GdM6c,2459876.48934686,2022-10-23 23:44:39.568702,8,ORI,210.236396,50.780293,98.69028,17.73289,98.31231,-5.45441,66.31408,81.48103,-8.92699,40.61959,6.650424,0.910523,168.611938,80.978734,30.233193,111.211927,11.245345,0.595061,279.016865,357.705056,12.705786,0.057469,17.150413,-0.133825,98.95972,17.87253,105.64658,42.56018,67.48383,66.86586,42.17623,22.247481,112.117,42.209692,22.086228,99.2365,0.28,-1.3,107.5212,0.357,4.08e-05,27.73,31.79,1,1,2,"BG0001,BG0003"
20221023234547_mjNiZ,2459876.4901356567,2022-10-23 23:45:47.720776,8,ORI,210.237182,52.885674,94.27117,17.9239,94.08202,-5.45329,61.9708,72.82271,-8.90761,38.03324,2.633833,0.843473,166.959951,106.251653,30.234699,136.486351,12.510365,0.412266,253.744595,350.164271,4.855401,0.23058,4.274478,1.231349,94.58642,18.09805,112.29394,46.88904,63.17343,63.91549,43.191225,24.069068,112.4899,43.253576,23.860437,92.6665,0.42,-2.49,100.4671,0.606,0.000248,66.99,44.65,1,1,3,"BG0003,BG0004,GR0002"
20221023234600_t8I5q,2459876.4902889156,2022-10-23 23:46:00.962306,8,ORI,210.237334,31.763539,97.19783,14.79736,97.03493,-8.46474,66.5818,79.41647,-13.6318,41.58438,16.401736,0.964282,162.231414,80.650424,30.236658,110.887081,17.524835,0.58583,279.348205,359.424781,32.217642,0.014838,66.425581,-0.578292,97.3079,15.07832,98.95865,27.15228,67.76734,64.60984,49.944651,2.8913,115.5505,49.967144,2.667946,107.1133,0.29,-0.47,113.1343,0.286,2.05e-05,10.83,22.37,1,1,2,"BE0005,FR000X"
20221023234640_Cw6Ev,2459876.490742895,2022-10-23 23:46:40.186113,25,NOA,210.237787,33.416137,41.57551,20.18468,45.26666,3.94727,26.78773,349.02604,3.02179,34.98473,1.585807,0.790462,4.581409,300.573898,210.233094,150.806992,-3.943384,0.332287,239.431485,338.06735,2.839328,0.493547,1.996992,3.955839,42.29623,21.41195,163.08881,60.39312,29.04027,28.42246,50.179427,4.37938,98.8139,50.264903,4.338792,81.1072,0.71,0.21,87.2044,0.656,0.000138,20.02,59.24,1,1,3,"BE0001,BE0005,BE000E"
20221023234836_q4OUR,2459876.492087882,2022-10-23 23:48:36.393006,8,ORI,210.239126,36.171977,95.69465,14.34435,95.58528,-8.98301,61.95809,74.87645,-14.82956,37.79729,2.500965,0.814998,159.35248,101.028669,30.238719,131.267388,20.2493,0.462683,258.970094,349.101868,4.539247,0.249197,3.955142,1.329111,95.82317,14.6694,104.59597,30.38153,63.19386,62.96071,50.648451,6.650563,115.3244,50.682089,6.446165,106.4445,0.28,1.33,111.6065,0.419,4.34e-06,25.85,44.13,1,1,2,"FR000Y,LU0001"
20221023234858_3dhDO,2459876.492343123,2022-10-23 23:48:58.445833,2,STA,210.239381,33.420592,41.44859,11.12262,42.44575,-4.6663,27.69131,348.94084,-3.52815,36.60323,2.00005,0.820262,5.336554,114.659267,30.244626,144.903893,4.848663,0.359484,245.336142,344.927336,3.640615,0.348452,2.828537,3.308176,42.12635,12.65123,166.20237,51.73913,29.87678,28.14828,50.249471,3.803395,102.2267,50.573304,3.677935,54.8777,2.22,-2.4,71.4156,0.651,0.00359,55.65,61.47,1,1,3,"BE0008,DE0005,FR000F"
20221023234858_6Ta61,2459876.492343165,2022-10-23 23:48:58.449454,2,STA,210.239381,33.421368,41.47327,11.11617,42.467,-4.6797,27.59695,348.83091,-3.53242,36.53889,1.979052,0.817979,5.331421,114.691389,30.244631,144.936019,4.842751,0.360229,245.304016,344.652183,3.597875,0.354012,2.784111,3.336078,42.15076,12.65375,166.16473,51.73872,29.78929,28.16721,50.246989,3.804774,102.5792,50.573244,3.678048,54.8665,2.24,-2.4,71.4119,0.653,0.00368,55.67,57.38,1,1,4,"BE0005,BE0008,DE0005,FR000F"
